@RELATION SWA_classification

@ATTRIBUTE s_str STRING
@ATTRIBUTE t_str STRING
@ATTRIBUTE st_samestr {0,1}
@ATTRIBUTE s_stem STRING
@ATTRIBUTE t_stem STRING
@ATTRIBUTE st_samestem {0,1}
@ATTRIBUTE s_pos STRING
@ATTRIBUTE t_pos STRING
@ATTRIBUTE st_precede {0,1}
@ATTRIBUTE st_follow {0,1}
@ATTRIBUTE class {preserved,bigrammar-vtense,bigrammar-wform,bigrammar-inter,paraphrase,unaligned,mogrammar-prep,mogrammar-det,bigrammar-prep,bigrammar-det,bigrammar-others,typo,spelling,duplicate,moproblematic,biproblematic,unspec}

@DATA
accuracy,accuracy,1,accuracy,accuracy,1,NN,NN,0,1,preserved
and,and,1,and,and,1,CC,CC,1,1,preserved
running,running,1,run,run,1,VBG,VBG,1,1,preserved
speed,speed,1,speed,speed,1,NN,NN,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
The,The,1,The,The,1,DET,DET,1,1,preserved
main,main,1,main,main,1,JJ,JJ,1,1,preserved
idea,idea,1,idea,idea,1,NN,NN,1,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
boosting,boosting,1,boost,boost,1,VBG,VBG,1,1,preserved
is,is,1,be,be,1,VBZ,VBZ,1,1,preserved
to,to,1,to,to,1,TO,TO,1,1,preserved
combine,combine,1,combine,combine,1,VB,VB,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
performance,performance,1,performance,performance,1,NN,NN,1,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
weak,weak,1,weak,weak,1,JJ,JJ,1,1,preserved
classifiers,classifiers,1,classifier,classifier,1,NNS,NNS,1,1,preserved
to,to,1,to,to,1,TO,TO,1,1,preserved
form,form,1,form,form,1,NN,NN,1,1,preserved
a,a,1,a,a,1,DET,DET,1,1,preserved
strong,strong,1,strong,strong,1,JJ,JJ,1,1,preserved
classifier,classifier,1,classifier,classifier,1,NN,NN,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
Typically,Typically,1,Typically,Typically,1,RB,RB,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,0,preserved
each,a,0,each,a,0,DET,DET,1,1,paraphrase
weak,weak,1,weak,weak,1,JJ,JJ,0,1,preserved
classifier,classifier,1,classifier,classifier,1,NN,NN,1,1,preserved
is,is,1,be,be,1,VBZ,VBZ,1,1,preserved
any,any,1,any,any,1,DET,DET,1,1,preserved
classifier,classifier,1,classifier,classifier,1,NN,NN,1,1,preserved
whose,whose,1,whose,whose,1,WPS,WPS,1,1,preserved
performance,performance,1,performance,performance,1,NN,NN,1,1,preserved
is,is,1,be,be,1,VBZ,VBZ,1,1,preserved
better,better,1,good,good,1,RB,RB,1,1,preserved
than,than,1,than,than,1,IN,IN,1,1,preserved
random,random,1,random,random,1,JJ,JJ,1,1,preserved
guessing,guessing,1,guess,guess,1,VBG,VBG,1,1,preserved
(,(,1,(,(,1,LRB,LRB,1,1,preserved
i.e.,i.e.,1,i.e.,i.e.,1,PP,PP,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,0,preserved
error,error,1,error,error,1,NN,NN,0,1,preserved
rate,rate,1,rate,rate,1,NN,NN,1,1,preserved
is,is,1,be,be,1,VBZ,VBZ,1,1,preserved
less,less,1,le,le,1,CC,CC,1,1,preserved
than,than,1,than,than,1,IN,IN,1,1,preserved
0,0,1,0,0,1,CD,CD,1,1,preserved
.5,.5,1,.5,.5,1,CD,CD,1,1,preserved
),),1,),),1,RRB,RRB,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
?,its,0,?,it,0,?,PRPS,0,0,mogrammar-det
Performances,performances,0,Performances,performance,0,NNPS,NNS,0,1,preserved
of,of,1,of,of,1,IN,IN,0,0,preserved
weak,weak,1,weak,weak,1,JJ,JJ,0,1,preserved
classifiers,classifiers,1,classifier,classifier,1,NNS,NNS,1,1,preserved
are,are,1,be,be,1,VBP,VBP,1,1,preserved
integrated,integrated,1,integrate,integrate,1,JJ,JJ,1,1,preserved
into,into,1,into,into,1,IN,IN,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
final,final,1,final,final,1,JJ,JJ,1,1,preserved
form,form,1,form,form,1,NN,NN,1,1,preserved
of,of,1,of,of,1,IN,IN,1,0,preserved
the,?,0,the,?,0,DET,?,0,0,mogrammar-det
strong,strong,1,strong,strong,1,JJ,JJ,0,1,preserved
classifier,classifier,1,classifier,classifier,1,NN,NN,1,1,preserved
through,through,1,through,through,1,IN,IN,1,1,preserved
a,a,1,a,a,1,DET,DET,1,1,preserved
learning,learning,1,learn,learn,1,VBG,VBG,1,1,preserved
process,process,1,process,process,1,NN,NN,1,1,preserved
in,in,1,in,in,1,IN,IN,1,1,preserved
which,which,1,which,which,1,WDT,WDT,1,1,preserved
more,more,1,more,more,1,JJR,JJR,1,1,preserved
accurate,accurate,1,accurate,accurate,1,JJ,JJ,1,1,preserved
weak,weak,1,weak,weak,1,JJ,JJ,1,1,preserved
classifiers,classifiers,1,classifier,classifier,1,NNS,NNS,1,1,preserved
have,have,1,have,have,1,VB,VB,1,1,preserved
larger,larger,1,larger,larger,1,JJR,JJR,1,1,preserved
weights,weights,1,weight,weight,1,NNS,NNS,1,1,preserved
in,in,1,in,in,1,IN,IN,1,1,preserved
final,final,1,final,final,1,JJ,JJ,1,1,preserved
voting,voting,1,vote,vote,1,NN,NN,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
?,The,0,?,The,0,?,DET,0,0,mogrammar-det
?,these,0,?,these,0,?,DET,0,0,mogrammar-det
?,a,0,?,a,0,?,DET,0,0,mogrammar-det
In,In,1,In,In,1,IN,IN,1,1,preserved
practical,practical,1,practical,practical,1,JJ,JJ,1,1,preserved
problems,problems,1,problem,problem,1,NNS,NNS,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
designing,designing,1,design,design,1,VBG,VBG,1,1,preserved
and,and,1,and,and,1,CC,CC,1,1,preserved
learning,learning,1,learn,learn,1,VBG,VBG,1,1,preserved
weak,weak,1,weak,weak,1,JJ,JJ,1,1,preserved
classifiers,classifiers,1,classifier,classifier,1,NNS,NNS,1,0,preserved
'are left for',leave,0,'be leave for',leave,0,'VBP VBN POS',NN,1,1,paraphrase
practitioners,practitioners,1,practitioner,practitioner,1,NNS,NNS,0,1,preserved
with,with,1,with,with,1,IN,IN,1,1,preserved
two,two,1,two,two,1,CD,CD,1,1,preserved
main,main,1,main,main,1,JJ,JJ,1,1,preserved
challenges,challenges,1,challenge,challenge,1,NNS,NNS,1,1,preserved
:,:,1,:,:,1,PPS,PPS,1,1,preserved
computational,computational,1,computational,computational,1,NN,NN,1,1,preserved
evaluation,evaluation,1,evaluation,evaluation,1,NN,NN,1,1,preserved
and,and,1,and,and,1,CC,CC,1,1,preserved
discriminant,discriminant,1,discriminant,discriminant,1,NN,NN,1,1,preserved
power,power,1,power,power,1,NN,NN,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
Generally,Generally,1,Generally,Generally,1,RB,RB,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
for,for,1,for,for,1,IN,IN,1,1,preserved
efficient,efficient,1,efficient,efficient,1,JJ,JJ,1,1,preserved
computation,computation,1,computation,computation,1,NN,NN,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
the,the,1,the,the,1,DET,DET,1,0,preserved
dimension,dimensions,0,dimension,dimension,1,NN,NNS,1,1,bigrammar-others
of,of,1,of,of,1,IN,IN,0,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
input,input,1,input,input,1,NN,NN,1,1,preserved
space,space,1,space,space,1,NN,NN,1,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
weak,weak,1,weak,weak,1,JJ,JJ,1,1,preserved
classifiers,classifiers,1,classifier,classifier,1,NNS,NNS,1,0,preserved
'is reduced','are reduced',0,'be reduce','be reduce',1,'VBZ PPR','VBP PPR',1,0,bigrammar-others
to,to,1,to,to,1,TO,TO,0,1,preserved
much,much,1,much,much,1,RB,RB,1,0,preserved
lower,smaller,0,low,smaller,0,JJR,JJR,1,1,paraphrase
than,than,1,than,than,1,IN,IN,0,0,preserved
that,those,0,that,those,0,IN,DET,1,1,bigrammar-det
of,of,1,of,of,1,IN,IN,0,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
strong,strong,1,strong,strong,1,JJ,JJ,1,0,preserved
classifier,classifier[s?],0,classifier,classifier[s?],0,NN,RRB,1,1,bigrammar-others
.,.,1,.,.,1,PP,PP,0,1,preserved
?,be,0,?,be,0,?,VB,0,0,moproblematic
In,In,1,In,In,1,IN,IN,1,1,preserved
object-detection,object-detection,1,object-detection,object-detection,1,JJ,JJ,1,1,preserved
frameworks,frameworks,1,framework,framework,1,NNS,NNS,1,1,preserved
[4],[4],1,[4],[4],1,RRB,RRB,1,0,preserved
',[5] ,[11] ,[12] ,[13]','[5] [11] , , ? [13]',0,',[5] ,[11] ,[12] ,[13]','[5] [11] , , ? [13]',0,'RRB RRB RRB PPS','RRB RRB PPC PPC PP PPS',1,0,preserved
weak,weak,1,weak,weak,1,JJ,JJ,0,1,preserved
classifiers,classifiers,1,classifier,classifier,1,NNS,NNS,1,1,preserved
are,are,1,be,be,1,VBP,VBP,1,1,preserved
usually,usually,1,usually,usually,1,RB,RB,1,1,preserved
constructed,constructed,1,construct,construct,1,VBN,VBN,1,1,preserved
from,from,1,from,from,1,IN,IN,1,1,preserved
one,one,1,one,one,1,CD,CD,1,1,preserved
or,or,1,or,or,1,CC,CC,1,1,preserved
several,several,1,several,several,1,JJ,JJ,1,1,preserved
features,features,1,feature,feature,1,NNS,NNS,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
For,For,1,For,For,1,IN,IN,1,1,preserved
example,example,1,example,example,1,NN,NN,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
a,a,1,a,a,1,DET,DET,1,1,preserved
weak,weak,1,weak,weak,1,JJ,JJ,1,1,preserved
classifier,classifier,1,classifier,classifier,1,NN,NN,1,1,preserved
can,can,1,can,can,1,MD,MD,1,1,preserved
be,be,1,be,be,1,VB,VB,1,1,preserved
constructed,constructed,1,construct,construct,1,VBN,VBN,1,1,preserved
from,from,1,from,from,1,IN,IN,1,1,preserved
one,one,1,one,one,1,CD,CD,1,1,preserved
Haar,Haar,1,Haar,Haar,1,NNP,NNP,1,1,preserved
wavelet,wavelet,1,wavelet,wavelet,1,NN,NN,1,1,preserved
feature,feature,1,feature,feature,1,NN,NN,1,1,preserved
that,that,1,that,that,1,IN,IN,1,1,preserved
is,is,1,be,be,1,VBZ,VBZ,1,1,preserved
evaluated,evaluated,1,evaluate,evaluate,1,VBN,VBN,1,1,preserved
very,very,1,very,very,1,RB,RB,1,1,preserved
rapidly,rapidly,1,rapidly,rapidly,1,RB,RB,1,1,preserved
through,through,1,through,through,1,IN,IN,1,1,preserved
an,an,1,an,an,1,DET,DET,1,1,preserved
integral,integral,1,integral,integral,1,JJ,JJ,1,1,preserved
image,image,1,image,image,1,NN,NN,1,1,preserved
[4],[4],1,[4],[4],1,RRB,RRB,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
Given,Given,1,Given,Given,1,VBN,VBN,1,1,preserved
a,a,1,a,a,1,DET,DET,1,1,preserved
feature,feature,1,feature,feature,1,NN,NN,1,1,preserved
type,type,1,type,type,1,NN,NN,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
choosing,choosing,1,choose,choose,1,VBG,VBG,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
suitable,suitable,1,suitable,suitable,1,JJ,JJ,1,1,preserved
way,way,1,way,way,1,NN,NN,1,1,preserved
to,to,1,to,to,1,TO,TO,1,1,preserved
form,form,1,form,form,1,NN,NN,1,1,preserved
a,a,1,a,a,1,DET,DET,1,1,preserved
weak,weak,1,weak,weak,1,JJ,JJ,1,1,preserved
classifier,classifier,1,classifier,classifier,1,NN,NN,1,1,preserved
that,that,1,that,that,1,IN,IN,1,0,preserved
balance,balances,0,balance,balance,1,NN,NNS,1,1,bigrammar-others
efficiency,efficiency,1,efficiency,efficiency,1,NN,NN,0,1,preserved
and,and,1,and,and,1,CC,CC,1,1,preserved
computation,computation,1,computation,computation,1,NN,NN,1,1,preserved
is,is,1,be,be,1,VBZ,VBZ,1,1,preserved
still,still,1,still,still,1,RB,RB,1,0,preserved
a,an,0,a,an,0,DET,DET,1,1,bigrammar-det
open,open,1,open,open,1,JJ,JJ,0,1,preserved
problem,problem,1,problem,problem,1,NN,NN,1,1,preserved
[14],[14],1,[14],[14],1,RRB,RRB,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
'There are',exist,0,'There be',exist,0,'EX POS',VB,0,0,paraphrase
two,Two,0,two,Two,0,CD,CD,0,1,preserved
key,key,1,key,key,1,JJ,JJ,0,1,preserved
trends,trends,1,trend,trend,1,NNS,NNS,1,0,preserved
for,for,1,for,for,1,IN,IN,0,1,preserved
seeking,seeking,1,seek,seek,1,VBG,VBG,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
most,most,1,most,most,1,JJS,JJS,1,1,preserved
discriminant,discriminant,1,discriminant,discriminant,1,NN,NN,1,1,preserved
weak,weak,1,weak,weak,1,JJ,JJ,1,1,preserved
classifier,classifier,1,classifier,classifier,1,NN,NN,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
The,The,1,The,The,1,DET,DET,1,1,preserved
first,first,1,first,first,1,JJ,JJ,1,1,preserved
trend,trend,1,trend,trend,1,NN,NN,1,1,preserved
is,is,1,be,be,1,VBZ,VBZ,1,1,preserved
dealing,dealing,1,deal,deal,1,VBG,VBG,1,1,preserved
with,with,1,with,with,1,IN,IN,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
problem,problem,1,problem,problem,1,NN,NN,1,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
how,how,1,how,how,1,WRB,WRB,1,1,preserved
to,to,1,to,to,1,TO,TO,1,1,preserved
design,design,1,design,design,1,NN,NN,1,1,preserved
features,features,1,feature,feature,1,NNS,NNS,1,1,preserved
for,for,1,for,for,1,IN,IN,1,1,preserved
best,best,1,good,good,1,RB,RB,1,0,preserved
'representation of',representing,0,'representation of',represent,0,'NN POS',VBG,1,1,paraphrase
the,the,1,the,the,1,DET,DET,0,1,preserved
target,target,1,target,target,1,NN,NN,1,1,preserved
object,object,1,object,object,1,NN,NN,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
Besides,Besides,1,Besides,Besides,1,IN,IN,1,1,preserved
Haar,Haar,1,Haar,Haar,1,NNP,NNP,1,1,preserved
wavelet,wavelet,1,wavelet,wavelet,1,NN,NN,1,1,preserved
features,features,1,feature,feature,1,NNS,NNS,1,1,preserved
[4],[4],1,[4],[4],1,RRB,RRB,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
Gabor,Gabor,1,Gabor,Gabor,1,NNP,NNP,1,1,preserved
wavelets,wavelets,1,wavelet,wavelet,1,NNS,NNS,1,1,preserved
[5],[5],1,[5],[5],1,RRB,RRB,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
edge,edge,1,edge,edge,1,NN,NN,1,1,preserved
orientation,orientation,1,orientation,orientation,1,NN,NN,1,0,preserved
histogram,histograms,0,histogram,histogram,1,NN,NNS,1,1,bigrammar-others
(,(,1,(,(,1,LRB,LRB,0,1,preserved
EOH,EOH,1,EOH,EOH,1,NNP,NNP,1,1,preserved
),),1,),),1,RRB,RRB,1,1,preserved
[11],[11],1,[11],[11],1,RRB,RRB,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
orientation,orientation,1,orientation,orientation,1,NN,NN,1,1,preserved
dominants,dominants,1,dominant,dominant,1,NNS,NNS,1,1,preserved
[12],[12],1,[12],[12],1,RRB,RRB,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
scale,scale,1,scale,scale,1,NN,NN,1,1,preserved
invariant,invariant,1,invariant,invariant,1,NN,NN,1,1,preserved
feature,feature,1,feature,feature,1,NN,NN,1,1,preserved
transform,transform,1,transform,transform,1,VB,VB,1,1,preserved
(,(,1,(,(,1,LRB,LRB,1,1,preserved
SIFT,SIFT,1,SIFT,SIFT,1,NNP,NNP,1,0,preserved
)-based-high-level,')-based high-level',0,)-based-high-level,')-based high-level',0,JJ,'NNP PPR',1,1,spelling
features,features,1,feature,feature,1,NNS,NNS,0,1,preserved
[13],[13],1,[13],[13],1,RRB,RRB,1,0,preserved
and,and,1,and,and,1,CC,CC,0,1,preserved
local,local,1,local,local,1,JJ,JJ,1,1,preserved
binary,binary,1,binary,binary,1,NN,NN,1,0,preserved
pattern,patterns,0,pattern,pattern,1,NN,NNS,1,1,bigrammar-others
(,(,1,(,(,1,LRB,LRB,0,1,preserved
LBP,LBP,1,LBP,LBP,1,NNP,NNP,1,1,preserved
),),1,),),1,RRB,RRB,1,1,preserved
[15],[15],1,[15],[15],1,RRB,RRB,1,1,preserved
have,have,1,have,have,1,VB,VB,1,1,preserved
also,also,1,also,also,1,RB,RB,1,1,preserved
been,been,1,be,be,1,VBN,VBN,1,1,preserved
used,used,1,use,use,1,VBN,VBN,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
The,The,1,The,The,1,DET,DET,1,1,preserved
second,second,1,second,second,1,JJ,JJ,1,1,preserved
trend,trend,1,trend,trend,1,NN,NN,1,1,preserved
is,is,1,be,be,1,VBZ,VBZ,1,1,preserved
studying,studying,1,study,study,1,VBG,VBG,1,1,preserved
how,how,1,how,how,1,WRB,WRB,1,1,preserved
to,to,1,to,to,1,TO,TO,1,1,preserved
optimally,optimally,1,optimally,optimally,1,RB,RB,1,1,preserved
select,select,1,select,select,1,JJ,JJ,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
best,best,1,good,good,1,RB,RB,1,1,preserved
weak,weak,1,weak,weak,1,JJ,JJ,1,1,preserved
classifier,classifier,1,classifier,classifier,1,NN,NN,1,1,preserved
from,from,1,from,from,1,IN,IN,1,1,preserved
a,a,1,a,a,1,DET,DET,1,1,preserved
weak,weak,1,weak,weak,1,JJ,JJ,1,1,preserved
classifier,classifier,1,classifier,classifier,1,NN,NN,1,1,preserved
set,set,1,set,set,1,NN,NN,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
In,In,1,In,In,1,IN,IN,0,1,preserved
Discrete,Discrete,1,Discrete,Discrete,1,JJ,JJ,1,1,preserved
AdaBoost,AdaBoost,1,AdaBoost,AdaBoost,1,NNP,NNP,1,1,preserved
[16],[16],1,[16],[16],1,RRB,RRB,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
weak,weak,1,weak,weak,1,JJ,JJ,1,1,preserved
classifiers,classifiers,1,classifier,classifier,1,NNS,NNS,1,1,preserved
are,are,1,be,be,1,VBP,VBP,1,1,preserved
threshold-functions,threshold-functions,1,threshold-functions,threshold-functions,1,JJ,JJ,1,1,preserved
whose,whose,1,whose,whose,1,WPS,WPS,1,0,preserved
the,?,0,the,?,0,DET,?,0,0,mogrammar-det
output,output,1,output,output,1,NN,NN,0,1,preserved
is,is,1,be,be,1,VBZ,VBZ,1,1,preserved
restricted,restricted,1,restrict,restrict,1,JJ,JJ,1,1,preserved
to,to,1,to,to,1,TO,TO,1,1,preserved
binary,binary,1,binary,binary,1,NN,NN,1,0,preserved
This,This,1,This,This,1,DET,DET,1,1,preserved
leads,leads,1,lead,lead,1,NNS,NNS,1,1,preserved
weak,weak,1,weak,weak,1,JJ,JJ,1,1,preserved
classifiers,classifiers,1,classifier,classifier,1,NNS,NNS,1,0,preserved
are,'to be',0,be,'to be',0,VBP,'TO PPR',1,1,bigrammar-wform
too,too,1,too,too,1,RB,RB,0,1,preserved
weak,weak,1,weak,weak,1,JJ,JJ,1,1,preserved
to,to,1,to,to,1,TO,TO,1,1,preserved
boost,boost,1,boost,boost,1,NN,NN,1,1,preserved
when,when,1,when,when,1,WRB,WRB,1,1,preserved
handling,handling,1,handle,handle,1,NN,NN,1,1,preserved
complex,complex,1,complex,complex,1,JJ,JJ,1,1,preserved
data,data,1,datum,datum,1,NNS,NNS,1,1,preserved
sets,sets,1,set,set,1,NNS,NNS,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
For,For,1,For,For,1,IN,IN,1,1,preserved
example,example,1,example,example,1,NN,NN,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
in,in,1,in,in,1,IN,IN,1,1,preserved
later,later,1,later,later,1,RB,RB,1,1,preserved
layers,layers,1,layer,layer,1,NNS,NNS,1,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
cascaded,cascaded,1,cascade,cascade,1,NN,NN,1,1,preserved
face,face,1,face,face,1,NN,NN,1,1,preserved
classifiers,classifiers,1,classifier,classifier,1,NNS,NNS,1,1,preserved
[4],[4],1,[4],[4],1,RRB,RRB,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
error,error,1,error,error,1,NN,NN,1,1,preserved
rate,rate,1,rate,rate,1,NN,NN,1,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
weak,weak,1,weak,weak,1,JJ,JJ,1,1,preserved
classifiers,classifiers,1,classifier,classifier,1,NNS,NNS,1,1,preserved
is,is,1,be,be,1,VBZ,VBZ,1,1,preserved
between,between,1,between,between,1,IN,IN,1,1,preserved
0,0,1,0,0,1,CD,CD,1,1,preserved
.4,.4,1,.4,.4,1,CD,CD,1,1,preserved
and,and,1,and,and,1,CC,CC,1,1,preserved
0,0,1,0,0,1,CD,CD,1,1,preserved
.5,.5,1,.5,.5,1,CD,CD,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
Meanwhile,Meanwhile,1,Meanwhile,Meanwhile,1,RB,RB,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
in,in,1,in,in,1,IN,IN,1,1,preserved
Real,Real,1,Real,Real,1,NNP,NNP,1,1,preserved
AdaBoost,AdaBoost,1,AdaBoost,AdaBoost,1,NNP,NNP,1,1,preserved
[3],[3],1,[3],[3],1,RRB,RRB,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
a,a,1,a,a,1,DET,DET,1,1,preserved
generalized,generalized,1,generalize,generalize,1,JJ,JJ,1,1,preserved
version,version,1,version,version,1,NN,NN,1,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
Discrete,Discrete,1,Discrete,Discrete,1,JJ,JJ,1,1,preserved
AdaBoost,AdaBoost,1,AdaBoost,AdaBoost,1,NNP,NNP,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
weak,weak,1,weak,weak,1,JJ,JJ,1,1,preserved
classifiers,classifiers,1,classifier,classifier,1,NNS,NNS,1,1,preserved
are,are,1,be,be,1,VBP,VBP,1,1,preserved
piece-wise,piece-wise,1,piece-wise,piece-wise,1,JJ,JJ,1,1,preserved
functions,functions,1,function,function,1,NNS,NNS,1,1,preserved
whose,whose,1,whose,whose,1,WPS,WPS,1,0,preserved
the,?,0,the,?,0,DET,?,0,0,mogrammar-det
output,output,1,output,output,1,NN,NN,0,1,preserved
is,is,1,be,be,1,VBZ,VBZ,1,1,preserved
a,a,1,a,a,1,DET,DET,1,1,preserved
real,real,1,real,real,1,JJ,JJ,1,1,preserved
value,value,1,value,value,1,NN,NN,1,1,preserved
representing,representing,1,represent,represent,1,VBG,VBG,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
confidence-rated,confidence-rated,1,confidence-rated,confidence-rated,1,JJ,JJ,1,1,preserved
prediction,prediction,1,prediction,prediction,1,NN,NN,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
Normally,Normally,1,Normally,Normally,1,NNP,NNP,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
to,to,1,to,to,1,TO,TO,1,1,preserved
construct,construct,1,construct,construct,1,VB,VB,1,1,preserved
such,such,1,such,such,1,JJ,JJ,1,1,preserved
weak,weak,1,weak,weak,1,JJ,JJ,1,1,preserved
classifiers,classifiers,1,classifier,classifier,1,NNS,NNS,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
one,one,1,one,one,1,CD,CD,1,1,preserved
splits,splits,1,split,split,1,VBZ,VBZ,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
input,input,1,input,input,1,NN,NN,1,1,preserved
space,space,1,space,space,1,NN,NN,1,1,preserved
\MATH,\MATH,1,\MATH,\MATH,1,NNP,NNP,1,1,preserved
into,into,1,into,into,1,IN,IN,1,1,preserved
non-overlapping,non-overlapping,1,non-overlapping,non-overlapping,1,JJ,JJ,1,1,preserved
blocks,blocks,1,block,block,1,NNS,NNS,1,1,preserved
(,(,1,(,(,1,LRB,LRB,1,1,preserved
or,or,1,or,or,1,CC,CC,1,1,preserved
subspaces,subspaces,1,subspace,subspace,1,NNS,NNS,1,1,preserved
),),1,),),1,RRB,RRB,1,1,preserved
\MATH,\MATH,1,\MATH,\MATH,1,NNP,NNP,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
\MATH,\MATH,1,\MATH,\MATH,1,NNP,NNP,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
\MATH,\MATH,1,\MATH,\MATH,1,NNP,NNP,1,1,preserved
so,so,1,so,so,1,RB,RB,1,1,preserved
that,that,1,that,that,1,IN,IN,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
predictions,predictions,1,prediction,prediction,1,NNS,NNS,1,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
weak,weak,1,weak,weak,1,JJ,JJ,1,1,preserved
classifier,classifier,1,classifier,classifier,1,NN,NN,1,1,preserved
are,are,1,be,be,1,VBP,VBP,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
same,same,1,same,same,1,JJ,JJ,1,1,preserved
for,for,1,for,for,1,IN,IN,1,1,preserved
all,all,1,all,all,1,DET,DET,1,1,preserved
instances,instances,1,instance,instance,1,NNS,NNS,1,1,preserved
falling,falling,1,fall,fall,1,VBG,VBG,1,1,preserved
into,into,1,into,into,1,IN,IN,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
same,same,1,same,same,1,JJ,JJ,1,1,preserved
block,block,1,block,block,1,NN,NN,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
In,In,1,In,In,1,IN,IN,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
case,case,1,case,case,1,NN,NN,1,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
one-feature-based,one-feature-based,1,one-feature-based,one-feature-based,1,JJ,JJ,1,1,preserved
weak,weak,1,weak,weak,1,JJ,JJ,1,1,preserved
classifiers,classifiers,1,classifier,classifier,1,NNS,NNS,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
this,this,1,this,this,1,DET,DET,1,1,preserved
is,is,1,be,be,1,VBZ,VBZ,1,1,preserved
equivalent,equivalent,1,equivalent,equivalent,1,NN,NN,1,1,preserved
to,to,1,to,to,1,TO,TO,1,1,preserved
dividing,dividing,1,divide,divide,1,VBG,VBG,1,1,preserved
